"aX","aY","aZ","gX","gY","gZ"
"0.418","0.551","0.857","6.042","-9.46","7.202"
"0.404","0.59","0.888","6.592","-7.874","6.531"
"0.412","0.641","0.859","8.057","-4.517","5.859"
"0.411","0.645","0.873","9.827","-3.601","2.563"
"0.401","0.613","0.913","11.597","-4.028","-0.61"
"0.376","0.534","0.912","14.221","-2.38","-3.54"
"0.377","0.453","0.87","17.029","-0.366","-4.639"
"0.388","0.449","0.874","19.104","0.061","-2.014"
"0.382","0.467","0.826","19.531","-0.732","0.854"
"0.41","0.467","0.92","15.686","-3.052","2.38"
"0.41","0.428","0.998","9.521","2.258","2.38"
"0.434","0.388","0.906","2.869","14.709","4.456"
"0.459","0.412","0.669","-0.916","25.818","9.46"
"0.427","0.49","0.645","-0.977","21.79","14.343"
"0.485","0.553","0.759","-3.052","11.169","16.541"
"0.492","0.539","0.776","-2.869","10.498","13.306"
"0.5","0.608","0.82","-2.747","10.437","10.742"
"0.515","0.583","0.861","-5.188","12.268","7.324"
"0.524","0.526","0.876","-7.141","17.822","4.944"
"0.5","0.556","0.783","-6.226","24.353","6.47"
"0.5","0.673","0.726","-2.686","25.269","8.423"
"0.508","0.64","0.673","3.052","22.766","3.235"
"0.489","0.544","0.554","11.78","16.785","-2.075"
"0.459","0.533","0.507","18.616","4.517","-2.869"
"0.455","0.51","0.68","19.592","-10.437","-3.601"
"0.434","0.44","0.892","17.09","-15.808","-5.798"
"0.412","0.381","0.944","14.832","-6.897","-5.92"
"0.388","0.352","0.842","12.207","7.141","-3.296"
"0.368","0.351","0.738","9.521","14.404","0.305"
"0.384","0.399","0.76","8.545","11.719","5.432"
"0.384","0.477","0.833","9.521","7.141","10.132"
"0.385","0.546","0.868","11.108","5.554","11.719"
"0.381","0.556","0.884","12.39","6.409","10.193"
"0.364","0.527","0.921","12.817","7.751","7.324"
"0.345","0.478","0.95","11.658","11.963","5.249"
"0.342","0.484","0.944","9.277","19.409","6.226"
"0.359","0.567","0.899","8.606","27.405","9.521"
"0.369","0.663","0.872","11.047","33.203","11.108"
"0.398","0.67","0.84","14.648","37.048","8.667"
"0.351","0.63","0.785","19.775","40.405","6.042"
"0.344","0.645","0.721","20.447","41.992","6.592"
"0.357","0.654","0.709","19.287","38.94","6.042"
"0.361","0.663","0.737","18.433","33.936","4.578"
"0.362","0.637","0.816","17.395","29.846","1.526"
"0.356","0.614","0.83","18.799","30.579","0.122"
"0.353","0.601","0.769","21.606","34.424","-0.122"
"0.356","0.578","0.732","23.926","36.377","-0.122"
"0.357","0.575","0.738","24.719","36.255","0.488"
"0.358","0.616","0.768","24.536","36.682","2.136"
"0.36","0.648","0.813","24.17","38.147","2.014"
"0.343","0.625","0.824","24.048","41.687","0.061"
"0.333","0.58","0.79","24.048","46.204","-1.892"
"0.33","0.577","0.759","22.888","49.011","-2.075"
"0.331","0.592","0.752","20.996","49.622","-1.77"
"0.331","0.576","0.759","19.348","49.194","-2.38"
"0.318","0.529","0.793","15.015","49.133","-3.662"
"0.31","0.515","0.828","10.315","50.476","-3.296"
"0.308","0.537","0.826","9.094","53.284","-0.793"
"0.333","0.583","0.801","11.169","54.932","1.038"
"0.351","0.574","0.825","15.869","54.077","1.282"
"0.337","0.582","0.833","22.095","53.345","1.282"
"","","","","",""
"1.877","0.717","-0.682","3.235","46.814","17.09"
"2.003","0.572","-1.091","4.883","49.194","-9.399"
"2.189","0.188","-1.575","7.385","45.532","-38.94"
"2.235","-0.091","-2.101","5.554","41.687","-58.105"
"2.26","-0.438","-2.478","1.77","30.518","-70.129"
"2.176","-0.961","-2.685","-6.348","6.714","-81.421"
"2.115","-1.516","-2.957","-16.907","-15.015","-80.933"
"2.048","-1.738","-3.196","-29.236","-47.119","-70.374"
"1.951","-1.955","-3.004","-41.26","-103.149","-49.5"
"1.824","-1.421","-2.526","-47.546","-158.264","23.499"
"1.757","-0.522","-2.089","-54.382","-199.951","71.167"
"1.599","0.126","-1.808","-69.092","-226.44","81.543"
"1.42","0.409","-1.5","-108.459","-236.084","65.186"
"1.087","0.754","-1.138","-171.082","-223.755","45.532"
"0.516","1.305","-0.849","-240.234","-194.702","28.564"
"-0.311","1.833","-0.811","-297.424","-162.537","11.719"
"-1.12","2.026","-0.849","-323.608","-152.283","13.55"
"-2.085","1.732","-0.291","-328.613","-188.171","-35.522"
"-2.937","1.572","0.904","-314.819","-244.019","-67.993"
"-3.186","2.43","2.024","-260.254","-292.786","-26.245"
"-2.743","2.989","2.434","-177.185","-321.045","18.372"
"-2.28","2.843","2.949","-133.85","-330.261","22.949"
"-2.54","2.756","4","-142.273","-325.439","14.893"
"-2.235","2.769","4","-135.132","-279.297","22.644"
"-1.333","3.026","4","-70.74","-197.998","43.518"
"-0.872","3.286","4","8.789","-122.375","53.711"
"-0.679","2.363","3.867","66.284","-57.861","9.094"
"-0.636","0.736","3.104","89.417","0.183","-57.312"
"-0.622","-0.368","2.498","66.65","62.195","-79.59"
"-0.494","-0.577","1.603","28.198","130.798","-54.932"
"-0.284","-0.211","0.591","-2.319","181.274","-10.254"
"-0.019","0.26","-0.135","-15.991","188.232","24.475"
"0.207","0.639","-0.453","-18.066","163.513","42.786"
"0.388","0.896","-0.599","-15.015","132.874","47.119"
"0.481","0.968","-0.673","-8.057","105.408","40.405"
"0.471","0.866","-0.699","-1.648","79.956","27.588"
"0.475","0.774","-0.696","5.493","54.26","17.456"
"0.482","0.713","-0.563","12.268","26.367","10.498"
"0.513","0.511","-0.333","14.587","2.808","2.991"
"0.532","0.435","-0.177","11.353","-9.949","1.709"
"0.538","0.461","-0.093","2.502","-14.16","4.395"
"0.566","0.476","0.094","-8.24","-18.799","5.31"
"0.579","0.579","0.279","-15.259","-24.109","8.606"
"0.586","0.729","0.379","-15.015","-27.039","12.146"
"0.576","0.849","0.433","-9.705","-31.128","11.719"
"0.547","0.944","0.536","-1.343","-39.551","7.507"
"0.469","0.914","0.754","9.888","-51.514","-0.671"
"0.465","0.721","0.803","22.156","-58.96","-12.146"
"0.364","0.519","0.932","31.86","-61.829","-20.752"
"0.335","0.473","1.114","35.278","-58.35","-20.935"
"0.289","0.229","1.136","32.288","-46.692","-26.489"
"0.289","0.072","1.003","24.475","-30.701","-24.78"
"0.328","0.128","0.95","14.343","-20.874","-13.306"
"0.372","0.241","0.917","4.944","-12.451","-1.465"
"0.394","0.315","0.864","-1.648","-3.662","6.287"
"0.424","0.389","0.757","-1.709","1.77","12.939"
"0.461","0.52","0.669","2.93","1.648","17.944"
"0.51","0.636","0.548","7.507","-3.235","18.616"
"0.51","0.647","0.682","11.23","-15.381","14.893"
"0.515","0.649","0.838","14.221","-21.851","11.597"
"0.514","0.68","0.874","15.991","-17.456","7.874"
"0.485","0.682","0.764","17.029","-10.376","2.014"
"0.443","0.554","0.715","19.47","-10.437","-5.981"
"0.424","0.412","0.849","21.301","-17.151","-10.864"
"0.422","0.382","0.988","21.118","-17.761","-7.935"
"0.436","0.426","0.974","20.142","-8.423","-2.441"
"0.459","0.483","0.807","17.7","3.113","1.038"
"0.465","0.508","0.687","13.489","8.301","2.319"
"0.457","0.459","0.738","8.972","4.944","1.587"
"0.447","0.375","0.834","3.967","2.991","1.16"
"0.438","0.349","0.841","-0.854","7.751","4.272"
"0.442","0.396","0.752","-5.249","14.771","8.911"
"0.462","0.464","0.678","-8.057","17.578","12.695"
"0.479","0.504","0.733","-9.888","14.526","13.672"
"0.495","0.531","0.794","-11.108","13.306","13.245"
"0.5","0.551","0.8","-11.597","16.479","12.634"
"0.521","0.533","0.789","-11.963","20.325","11.292"
"0.53","0.555","0.747","-10.559","22.888","10.742"
"0.548","0.568","0.712","-7.385","23.743","10.498"
"0.565","0.566","0.682","-4.089","23.743","9.094"
"0.571","0.575","0.609","-1.221","25.635","8.057"
"0.58","0.59","0.502","1.16","27.161","6.836"
"0.561","0.601","0.409","3.296","25.513","4.639"
"0.546","0.562","0.405","5.127","18.677","1.282"
"0.527","0.506","0.472","6.226","10.071","-1.404"
"0.506","0.473","0.529","6.958","4.395","-2.197"
"0.501","0.479","0.521","7.324","3.052","-1.343"
"0.49","0.48","0.501","7.507","1.404","-0.732"
"0.458","0.452","0.524","8.545","-3.235","-1.038"
"0.451","0.433","0.616","10.742","-10.193","-1.221"
"0.434","0.427","0.721","13.306","-14.465","-0.671"
"0.415","0.394","0.793","15.259","-13.916","-0.549"
"0.404","0.375","0.802","17.273","-10.254","0.427"
"0.402","0.412","0.764","19.226","-6.348","3.418"
"0.381","0.432","0.776","19.958","-5.676","5.31"
"0.374","0.39","0.852","19.165","-6.348","5.188"
"0.37","0.376","0.9","17.273","-3.967","6.47"
"0.373","0.392","0.904","14.832","1.526","9.888"
"0.376","0.421","0.872","9.705","8.728","12.695"
"0.38","0.471","0.811","3.54","15.747","14.648"
"0.386","0.519","0.804","-2.136","19.409","15.869"
"0.384","0.529","0.846","-5.981","21.057","15.564"
"0.382","0.541","0.846","-6.836","24.719","15.93"
"0.397","0.62","0.743","-4.517","29.236","18.677"
"0.415","0.701","0.669","-1.526","28.992","20.386"
"0.424","0.757","0.677","1.16","24.109","19.165"
"0.428","0.792","0.743","3.906","17.7","16.724"
"0.436","0.803","0.815","5.981","14.771","13.916"
"0.42","0.819","0.804","9.644","16.602","10.925"
"0.411","0.819","0.755","14.526","18.127","8.057"
"0.406","0.831","0.758","20.569","14.404","5.432"
"0.392","0.812","0.855","25.818","9.094","2.319"
"0.373","0.753","0.983","29.358","7.751","-0.427"
"0.355","0.644","1.079","30.579","12.817","-2.197"
"0.33","0.555","1.118","27.161","23.621","-1.892"
"0.291","0.522","1.146","19.287","37.72","1.282"
"0.29","0.549","1.127","9.888","53.528","6.348"
"0.287","0.627","1.02","2.625","69.58","11.658"
"0.31","0.732","0.915","-2.38","81.055","15.32"
