"aX","aY","aZ","gX","gY","gZ"
"0.336","0.786","-0.416","-1.343","28.198","5.493"
"0.359","0.776","-0.322","-3.784","19.47","5.005"
"0.406","0.736","-0.156","-5.554","9.827","3.357"
"0.462","0.727","-0.081","-7.935","8.423","3.967"
"0.489","0.744","-0.104","-10.376","12.268","5.432"
"0.504","0.714","-0.126","-12.39","13.306","4.822"
"0.532","0.661","-0.095","-13.428","10.071","3.54"
"0.552","0.634","-0.028","-14.832","6.042","4.272"
"0.579","0.618","0.004","-15.259","3.601","5.92"
"0.596","0.614","0.01","-11.719","1.221","7.996"
"0.622","0.621","0.053","-4.944","-3.967","10.193"
"0.651","0.647","0.116","1.709","-9.705","11.658"
"0.671","0.652","0.183","4.395","-12.207","11.658"
"0.678","0.634","0.242","2.93","-11.23","10.193"
"0.677","0.61","0.291","-0.61","-7.202","9.094"
"0.683","0.589","0.314","-2.441","-3.723","9.521"
"0.692","0.63","0.293","-1.892","-0.061","12.451"
"0.704","0.728","0.26","0.244","2.136","15.747"
"0.704","0.805","0.226","3.235","3.052","16.052"
"0.7","0.795","0.224","5.92","3.113","12.573"
"0.703","0.739","0.219","6.775","3.967","8.728"
"0.706","0.715","0.198","4.761","7.08","7.507"
"0.713","0.735","0.158","2.075","10.498","7.996"
"0.722","0.749","0.085","2.197","12.329","7.69"
"0.712","0.736","0.039","5.615","10.315","6.653"
"0.697","0.735","0.057","9.766","5.92","6.592"
"0.691","0.761","0.099","12.024","3.418","7.568"
"0.685","0.805","0.059","11.902","5.798","8.362"
"0.678","0.835","-0.048","10.498","9.583","8.118"
"0.675","0.866","-0.133","10.559","9.216","6.531"
"0.669","0.87","-0.17","12.024","4.517","3.967"
"0.667","0.863","-0.177","14.221","-1.221","1.099"
"0.656","0.855","-0.137","14.648","-7.629","-1.587"
"0.645","0.818","-0.058","13.062","-13","-4.761"
"0.639","0.77","-0.003","9.583","-15.137","-7.385"
"0.631","0.754","0.007","6.47","-14.893","-7.385"
"0.623","0.756","0.021","4.395","-15.198","-6.531"
"0.63","0.766","0.057","3.54","-16.479","-5.737"
"0.622","0.781","0.094","3.784","-17.212","-4.944"
"0.615","0.769","0.134","4.333","-17.273","-5.249"
"0.618","0.743","0.167","3.906","-16.357","-5.737"
"0.615","0.725","0.192","2.014","-13.855","-5.493"
"0.62","0.708","0.192","0","-10.925","-4.761"
"0.633","0.712","0.158","-0.977","-8.362","-3.235"
"0.641","0.736","0.11","-0.427","-7.629","-1.343"
"0.646","0.743","0.111","1.221","-9.705","-0.61"
"0.648","0.738","0.152","2.319","-12.695","-0.732"
"0.645","0.744","0.182","1.892","-13","-0.732"
"0.647","0.74","0.178","1.099","-11.414","-0.793"
"0.644","0.741","0.159","0.61","-9.827","-1.16"
"0.646","0.729","0.153","-0.183","-9.46","-2.075"
"0.655","0.709","0.162","-1.282","-9.46","-2.93"
"0.665","0.69","0.168","-1.526","-9.583","-3.357"
"0.67","0.685","0.169","-0.793","-9.888","-2.991"
"0.67","0.68","0.173","0.488","-10.132","-2.686"
"0.667","0.68","0.198","1.16","-10.681","-1.831"
"0.66","0.679","0.227","1.343","-10.437","-1.465"
"0.653","0.683","0.223","0.916","-7.874","-0.854"
"0.648","0.718","0.204","0","-5.188","0.061"
"0.639","0.753","0.194","-0.61","-3.54","0.366"
"0.639","0.742","0.152","-0.61","-1.587","-0.61"
"0.634","0.733","0.086","-0.305","-0.427","-1.221"
"0.638","0.735","0.026","0.305","-0.793","-1.526"
"0.641","0.735","0.013","1.038","-3.601","-2.258"
"0.632","0.695","0.021","0.793","-6.409","-4.089"
"0.633","0.649","0.034","-0.122","-8.728","-5.188"
"0.631","0.659","0.055","-0.61","-10.681","-3.296"
"0.636","0.719","0.097","-0.977","-12.939","-1.099"
"0.63","0.758","0.12","-1.77","-13.855","-0.793"
"0.63","0.756","0.1","-1.892","-13.184","-1.953"
"0.619","0.742","0.067","-1.831","-12.939","-3.113"
"0.619","0.715","0.081","-1.404","-14.587","-4.272"
"0.63","0.709","0.114","-1.953","-15.93","-4.272"
"0.641","0.753","0.098","-2.38","-15.32","-2.93"
"0.645","0.797","0.037","-1.953","-14.648","-2.869"
"0.643","0.813","0.008","0.305","-17.883","-4.456"
"0.639","0.805","0.046","3.296","-24.109","-6.836"
"0.627","0.803","0.108","5.371","-28.687","-8.667"
"0.608","0.797","0.129","5.005","-29.053","-10.315"
"0.591","0.795","0.101","1.77","-26.489","-11.963"
"0.585","0.793","0.05","-2.197","-24.414","-13.794"
"","","","","",""
"-0.113","-0.478","3.092","22.217","7.08","5.798"
"-0.265","-0.546","3.598","21.729","26.245","18.372"
"-0.37","-0.612","3.878","20.813","65.918","34.607"
"-0.367","-0.559","3.928","21.362","118.225","57.678"
"-0.316","-0.21","3.687","23.071","178.528","86.365"
"-0.327","0.238","3.345","24.231","233.215","105.957"
"-0.469","0.446","3.204","26.917","267.883","103.76"
"-0.757","0.359","3.394","25.208","291.748","87.83"
"-1.087","0.159","3.545","17.029","326.965","75.989"
"-1.354","0.171","3.345","3.906","381.409","79.285"
"-1.52","0.422","2.657","-1.648","442.383","92.773"
"-1.585","0.684","1.799","9.521","485.901","105.164"
"-1.581","0.937","1.093","39.063","494.446","115.417"
"-1.528","1.234","0.553","70.801","485.291","125.916"
"-1.436","1.489","-0.009","92.102","476.99","133.301"
"-1.282","1.713","-0.531","102.051","467.59","135.437"
"-1.073","1.973","-0.985","102.112","449.158","130.92"
"-0.881","2.083","-1.435","98.206","423.279","114.563"
"-0.708","1.943","-1.789","91.248","384.705","84.167"
"-0.594","1.635","-1.788","81.421","329.224","49.561"
"-0.545","1.275","-1.425","70.007","273.621","22.156"
"-0.568","0.911","-0.99","56.763","236.511","4.456"
"-0.613","0.557","-0.836","43.701","225.464","-1.892"
"-0.62","0.316","-0.943","35.034","226.196","2.502"
"-0.604","0.216","-1.205","33.813","220.398","16.724"
"-0.49","0.246","-1.617","33.691","207.52","36.621"
"-0.368","0.423","-1.536","34.851","169.434","56.58"
"-0.236","0.533","-0.909","39.429","115.967","66.956"
"-0.129","0.587","-0.443","40.771","86.243","70.923"
"-0.066","0.681","-0.39","35.583","86.182","74.341"
"-0.017","0.79","-0.479","26.001","89.905","74.158"
"0.068","0.833","-0.479","14.16","83.313","68.115"
"0.125","0.826","-0.358","5.005","73.73","59.448"
"0.197","0.768","-0.242","-0.061","67.2","51.758"
"0.267","0.723","-0.242","0.305","65.918","47.607"
"0.335","0.776","-0.368","5.981","65.491","49.011"
"0.402","0.903","-0.471","11.719","59.814","51.941"
"0.466","0.994","-0.473","14.038","49.805","50.781"
"0.538","1.004","-0.438","11.719","41.565","45.41"
"0.62","1.006","-0.446","5.554","37.72","38.94"
"0.678","0.994","-0.52","-0.183","35.583","31.738"
"0.717","0.95","-0.574","-0.366","28.137","23.499"
"0.735","0.932","-0.52","4.822","13.184","16.663"
"0.75","0.916","-0.43","12.024","-1.77","10.925"
"0.716","0.867","-0.294","18.799","-14.526","4.883"
"0.676","0.753","-0.115","21.973","-24.048","-0.549"
"0.685","0.642","0.044","20.386","-27.405","-2.319"
"0.724","0.623","0.122","14.526","-22.949","0.122"
"0.758","0.657","0.123","8.972","-14.587","3.54"
"0.786","0.671","0.114","5.615","-8.85","4.395"
"0.788","0.646","0.106","4.272","-5.981","3.296"
"0.789","0.63","0.088","4.333","-4.15","2.93"
"0.788","0.661","0.073","5.981","-4.456","4.089"
"0.786","0.709","0.112","8.057","-6.47","4.456"
"0.774","0.708","0.186","7.69","-7.996","2.136"
"0.769","0.682","0.208","5.371","-5.127","0.244"
"0.78","0.689","0.14","4.089","-0.366","0.366"
"0.79","0.708","0.042","4.272","2.563","0.854"
"0.793","0.72","0.036","6.653","0.305","0.732"
"0.788","0.721","0.074","8.85","-2.747","-0.244"
"0.779","0.734","0.08","11.597","-3.601","-1.16"
"0.767","0.733","0.039","13","-3.052","-2.686"
"0.763","0.7","0.006","12.268","-3.052","-5.066"
"0.746","0.686","0.039","8.911","-4.15","-6.47"
"0.743","0.693","0.077","6.409","-4.089","-6.348"
"0.753","0.706","0.039","5.432","-1.77","-5.798"
"0.759","0.714","-0.039","6.042","-0.305","-5.737"
"0.745","0.694","-0.059","7.751","-2.991","-6.714"
"0.731","0.659","0.02","9.216","-8.484","-8.057"
"0.726","0.646","0.109","8.789","-11.353","-8.24"
"0.72","0.672","0.122","7.202","-9.338","-7.202"
"0.712","0.682","0.063","5.188","-5.798","-7.141"
"0.708","0.69","0.054","3.052","-5.798","-7.751"
"0.719","0.711","0.104","1.648","-8.362","-7.996"
"0.72","0.718","0.121","1.16","-8.545","-8.789"
"0.712","0.677","0.053","1.465","-6.714","-10.742"
"0.707","0.645","0.033","2.747","-8.728","-11.78"
"0.707","0.639","0.097","3.967","-13.611","-11.902"
"0.701","0.64","0.154","3.967","-15.564","-11.658"
"0.689","0.623","0.175","3.235","-14.465","-11.78"
"0.682","0.588","0.172","2.197","-12.268","-11.719"
"0.685","0.555","0.149","1.465","-10.254","-10.437"
"0.678","0.55","0.14","2.136","-9.827","-8.24"
"0.685","0.528","0.15","0.793","-9.827","-6.958"
"0.688","0.505","0.161","0.061","-9.521","-6.042"
"0.69","0.499","0.156","-0.61","-8.057","-4.028"
"0.701","0.504","0.166","-1.892","-6.958","-1.465"
"0.726","0.514","0.146","-2.075","-5.676","0.854"
"0.744","0.549","0.108","-0.854","-4.944","3.601"
"0.758","0.59","0.1","1.709","-6.897","5.859"
"0.771","0.622","0.119","4.395","-9.888","6.653"
"0.778","0.661","0.155","6.348","-12.512","6.531"
"0.771","0.679","0.184","6.836","-13.245","5.31"
"0.766","0.666","0.2","6.47","-12.024","3.052"
"0.77","0.665","0.209","5.31","-9.888","1.648"
"0.766","0.687","0.212","4.028","-7.812","1.282"
"0.771","0.682","0.197","3.357","-5.127","0.305"
"0.776","0.659","0.187","2.075","-2.808","-0.793"
"0.782","0.656","0.167","1.099","-1.038","-1.099"
"0.782","0.675","0.151","0.61","0","-0.732"
"0.779","0.674","0.138","0.732","0.183","-1.221"
"0.778","0.652","0.117","1.343","0.061","-2.075"
"0.778","0.651","0.099","1.892","-0.366","-1.953"
"0.786","0.681","0.104","2.136","-1.343","-1.526"
"0.789","0.703","0.108","1.465","-1.709","-2.319"
"0.787","0.693","0.09","0.488","-1.343","-4.761"
"0.768","0.665","0.082","-0.366","-1.282","-7.141"
"0.756","0.624","0.109","-1.038","-2.563","-9.033"
"0.737","0.602","0.149","-1.709","-3.845","-9.521"
"0.72","0.569","0.162","-1.77","-3.723","-9.338"
"0.709","0.528","0.183","-1.221","-3.54","-8.85"
"0.715","0.539","0.205","-0.549","-3.845","-6.47"
"0.716","0.566","0.199","0.366","-2.686","-3.906"
"0.715","0.57","0.198","1.892","-2.258","-2.869"
"0.723","0.553","0.222","2.563","-2.38","-2.686"
"0.729","0.568","0.221","2.441","-1.282","-1.282"
"0.734","0.604","0.188","1.831","0.732","0.244"
"0.733","0.628","0.148","2.686","1.16","0.366"
"0.729","0.619","0.139","4.333","-0.122","-0.488"
