"aX","aY","aZ","gX","gY","gZ"
"-0.988","-0.653","3.317","-190.43","-123.352","48.584"
"-0.935","-0.491","3.576","-185.242","-61.829","99.915"
"-0.886","-0.224","3.641","-164.49","20.996","153.381"
"-0.873","0.115","3.47","-127.075","115.479","203.064"
"-0.979","0.45","3.103","-74.89","205.322","243.591"
"-1.104","0.706","2.683","-19.165","277.161","271.118"
"-1.202","0.915","2.315","33.325","326.904","288.757"
"-1.256","1.098","2.025","73.181","355.957","298.767"
"-1.256","1.241","1.795","91.736","368.958","301.086"
"-1.262","1.368","1.622","88.501","368.774","297.913"
"-1.255","1.489","1.504","65.002","359.192","288.757"
"-1.232","1.582","1.396","24.475","347.412","271.179"
"-1.24","1.66","1.265","-15.625","335.266","247.253"
"-1.239","1.734","1.133","-43.213","319.397","220.093"
"-1.25","1.828","1.044","-58.716","298.34","190.796"
"-1.269","1.941","1.016","-65.002","277.527","158.569"
"-1.298","2.033","1.017","-65.063","261.475","121.399"
"-1.339","2.085","1.028","-59.753","252.563","79.407"
"-1.388","2.1","1.033","-49.927","250.488","35.767"
"-1.433","2.071","1.006","-36.682","256.958","-6.531"
"-1.484","2.001","0.933","-24.17","273.315","-47.424"
"-1.535","1.894","0.807","-13.916","296.143","-86.304"
"-1.585","1.755","0.673","-7.935","320.435","-121.338"
"-1.62","1.614","0.522","-4.395","346.497","-149.536"
"-1.654","1.497","0.344","-0.671","373.962","-168.274"
"-1.663","1.401","0.163","0.061","396.973","-178.589"
"-1.67","1.334","-0.033","-2.869","413.635","-181.213"
"-1.664","1.314","-0.205","-12.085","420.837","-177.307"
"-1.706","1.33","-0.372","-21.179","419.861","-172.668"
"-1.718","1.371","-0.566","-24.78","412.781","-174.683"
"-1.72","1.387","-0.754","-31.006","396.179","-189.026"
"-1.706","1.372","-0.921","-42.236","366.394","-216.248"
"-1.684","1.295","-1.064","-56.641","324.524","-254.7"
"-1.668","1.126","-1.147","-79.529","270.264","-302.002"
"-1.639","0.904","-1.169","-106.079","205.811","-349.426"
"-1.647","0.645","-1.075","-146.973","131.897","-391.418"
"-1.68","0.38","-0.861","-204.041","54.688","-428.04"
"-1.732","0.134","-0.58","-261.841","-17.761","-456.909"
"-1.783","-0.106","-0.303","-314.575","-80.811","-476.562"
"-1.78","-0.355","-0.08","-360.107","-128.357","-485.596"
"-1.703","-0.603","0.091","-393.127","-162.292","-482.605"
"-1.636","-0.835","0.271","-410.889","-187.317","-466.858"
"-1.559","-1.064","0.458","-412.292","-204.346","-442.81"
"-1.457","-1.297","0.652","-398.132","-210.51","-411.926"
"-1.321","-1.508","0.836","-377.563","-203.674","-373.291"
"-1.21","-1.686","0.989","-352.417","-184.998","-326.355"
"-1.093","-1.812","1.088","-320.129","-159.18","-272.522"
"-0.969","-1.864","1.129","-284.119","-127.808","-216.675"
"-0.923","-1.932","1.072","-244.873","-92.834","-164.551"
"-0.822","-1.773","0.948","-206.848","-60.059","-75.5"
"-0.783","-1.557","0.754","-171.143","-35.461","5.493"
"-0.722","-1.296","0.549","-141.357","-22.522","59.021"
"-0.628","-1.054","0.328","-114.746","-21.912","96.619"
"-0.605","-0.844","0.148","-89.111","-43.762","120.117"
"-0.656","-0.645","0.066","-69.946","-91.919","131.897"
"-0.763","-0.479","0.122","-65.308","-157.898","131.714"
"-0.883","-0.385","0.337","-81.482","-230.347","119.385"
"-0.97","-0.386","0.647","-118.713","-297.852","100.83"
"-1.012","-0.442","1.017","-174.5","-354.736","85.022"
"-1.027","-0.483","1.401","-232.422","-396.729","81.055"
"-1.057","-0.457","1.79","-283.813","-419.067","91.064"
"-1.025","-0.393","2.142","-311.707","-419.556","111.023"
"-0.974","-0.286","2.446","-310.181","-397.644","134.338"
"-0.927","-0.154","2.67","-286.377","-353.088","154.785"
"-0.849","-0.021","2.82","-246.399","-291.992","166.748"
"-0.788","0.106","2.869","-196.289","-218.506","168.213"
"-0.758","0.208","2.801","-144.531","-138.733","158.508"
"-0.675","0.23","2.577","-95.581","-62.134","140.625"
"-0.554","0.168","2.228","-54.565","1.77","123.779"
"-0.43","0.079","1.855","-18.494","44.312","119.019"
"-0.305","0.021","1.524","14.709","63.232","128.967"
"-0.219","0.018","1.275","42.114","60.303","152.161"
"-0.168","0.081","1.109","62.134","40.1","183.96"
"-0.192","0.212","1.034","77.759","7.629","218.872"
"-0.264","0.369","1.045","84.595","-30.945","247.742"
"-0.359","0.535","1.136","77.515","-68.97","265.198"
"-0.429","0.677","1.275","53.528","-98.145","268.066"
"-0.403","0.798","1.457","18.616","-116.76","258.911"
"-0.47","0.908","1.605","-17.273","-123.23","245.605"
"-0.438","1.03","1.76","-51.88","-121.765","233.582"
"-0.475","1.167","1.858","-71.838","-111.877","221.619"
"-0.533","1.303","1.919","-76.294","-96.13","206.726"
"-0.499","1.416","1.964","-62.012","-75.928","184.753"
"-0.518","1.482","1.93","-34.424","-48.218","152.588"
"-0.517","1.477","1.86","-5.249","-19.104","111.938"
"-0.514","1.376","1.754","19.714","7.69","64.27"
"-0.522","1.164","1.627","29.358","33.02","15.442"
"-0.529","0.898","1.508","26.184","54.626","-25.513"
"-0.487","0.647","1.4","16.663","70.557","-51.575"
"-0.447","0.468","1.289","8.362","82.153","-59.265"
"-0.401","0.35","1.154","2.93","89.966","-51.758"
"-0.351","0.281","1.011","2.197","92.346","-33.752"
"-0.31","0.274","0.895","6.897","87.28","-7.629"
"-0.329","0.326","0.805","19.043","75.684","21.118"
"-0.342","0.405","0.767","33.264","59.143","45.471"
"-0.365","0.494","0.781","43.884","40.894","61.218"
"-0.384","0.569","0.834","44.861","24.719","66.895"
"-0.389","0.622","0.915","34.363","11.902","64.209"
"-0.387","0.655","0.992","17.639","4.272","56.213"
"-0.366","0.671","1.058","0.061","1.038","45.654"
"-0.343","0.67","1.1","-14.709","2.441","34.18"
"-0.327","0.658","1.098","-23.01","8.545","22.583"
"-0.315","0.617","1.06","-25.208","17.334","10.559"
"-0.304","0.543","0.997","-24.353","26.367","-0.916"
"-0.291","0.465","0.933","-19.043","32.959","-9.766"
"-0.288","0.398","0.884","-10.071","35.95","-14.893"
"-0.278","0.334","0.85","-1.831","36.987","-18.005"
"-0.269","0.282","0.827","3.662","36.438","-18.555"
"-0.265","0.245","0.805","6.226","34.729","-16.052"
"-0.268","0.221","0.783","6.348","31.555","-11.902"
"-0.278","0.197","0.762","4.639","26.672","-8.057"
"-0.254","0.184","0.746","2.319","21.057","-4.15"
"-0.302","0.189","0.738","0.305","13.855","-0.366"
"-0.306","0.186","0.771","-5.249","5.31","2.38"
"-0.31","0.179","0.818","-11.719","-1.404","3.357"
"","","","","",""
"-0.823","-0.554","1.688","-131.653","-149.353","-52.612"
"-0.842","-0.632","2.065","-169.25","-164.124","-37.964"
"-0.808","-0.667","2.441","-198.303","-162.781","-9.277"
"-0.78","-0.631","2.761","-208.984","-143.25","33.63"
"-0.759","-0.49","3.009","-201.294","-105.347","89.05"
"-0.772","-0.221","3.16","-175.598","-51.636","149.109"
"-0.838","0.125","3.189","-136.78","13.184","204.285"
"-0.93","0.471","3.11","-89.172","82.458","246.094"
"-1.024","0.75","2.941","-40.1","148.926","274.109"
"-1.115","0.981","2.727","0.305","206.299","294.495"
"-1.228","1.204","2.498","33.142","250.305","314.087"
"-1.333","1.43","2.281","55.115","279.907","332.703"
"-1.41","1.648","2.103","64.331","296.265","347.717"
"-1.493","1.867","1.961","60.852","301.88","359.009"
"-1.61","2.055","1.856","46.57","300.598","370.483"
"-1.615","2.347","1.788","21.484","299.377","379.944"
"-1.676","2.557","1.734","-6.47","299.988","318.115"
"-1.7","2.755","1.628","-33.508","305.725","257.019"
"-1.701","2.871","1.493","-51.331","314.758","185.059"
"-1.725","2.876","1.314","-62.073","324.219","94.36"
"-1.794","2.756","1.108","-66.895","332.703","-4.7"
"-1.873","2.501","0.918","-68.97","336.548","-101.563"
"-1.94","2.162","0.756","-66.65","336.487","-186.462"
"-1.966","1.804","0.606","-61.218","335.571","-253.784"
"-1.946","1.467","0.5","-56.213","333.679","-302.185"
"-1.906","1.172","0.404","-52.124","332.886","-332.092"
"-1.823","0.933","0.298","-49.805","333.435","-344.666"
"-1.729","0.747","0.178","-48.34","332.764","-342.59"
"-1.617","0.586","0.074","-51.941","330.017","-331.909"
"-1.496","0.458","-0.022","-55.542","326.721","-313.843"
"-1.37","0.385","-0.135","-51.697","322.021","-287.659"
"-1.259","0.367","-0.267","-40.955","313.721","-256.47"
"-1.167","0.399","-0.382","-31.067","298.645","-225.891"
"-1.11","0.467","-0.469","-22.156","277.161","-200.317"
"-1.075","0.548","-0.551","-13.55","253.113","-184.814"
"-1.036","0.597","-0.617","-8.85","226.685","-183.533"
"-0.987","0.589","-0.654","-13.306","195.435","-195.374"
"-0.93","0.52","-0.661","-27.161","160.095","-214.539"
"-0.9","0.427","-0.633","-49.805","122.437","-234.741"
"-0.873","0.3","-0.539","-86.609","83.435","-254.944"
"-0.871","0.158","-0.386","-132.996","46.997","-273.437"
"-0.874","0.028","-0.22","-183.167","19.165","-286.499"
"-0.892","-0.084","-0.114","-226.318","4.272","-293.701"
"-0.889","-0.198","-0.065","-255.676","-1.648","-297.546"
"-0.854","-0.313","-0.074","-268.86","-4.578","-298.218"
"-0.836","-0.416","-0.118","-265.076","-7.019","-296.021"
"-0.841","-0.514","-0.167","-244.08","-12.268","-293.335"
"-0.872","-0.619","-0.208","-212.83","-21.667","-290.955"
"-0.87","-0.731","-0.229","-185.608","-32.715","-287.476"
"-0.893","-0.852","-0.224","-169.678","-46.326","-281.799"
"-0.91","-0.991","-0.151","-172.302","-67.2","-272.949"
"-0.909","-1.143","-0.042","-185.242","-92.773","-258.606"
"-0.898","-1.285","0.067","-206.116","-118.53","-235.413"
"-0.881","-1.388","0.172","-225.586","-145.081","-200.256"
"-0.853","-1.439","0.282","-236.145","-172.729","-155.701"
"-0.873","-1.429","0.402","-241.455","-196.899","-108.154"
"-0.946","-1.363","0.542","-242.31","-216.614","-61.89"
"-1.004","-1.27","0.707","-244.08","-231.384","-21.118"
"-1.046","-1.16","0.905","-248.291","-241.333","12.573"
"-1.049","-1.056","1.097","-249.023","-245.789","41.382"
"-1.013","-0.961","1.27","-242.737","-242.432","65.613"
"-0.941","-0.872","1.372","-231.262","-230.164","86.182"
"-0.862","-0.771","1.408","-214.966","-212.952","105.652"
"-0.778","-0.658","1.393","-191.65","-196.899","123.535"
"-0.709","-0.547","1.352","-165.833","-185.73","138.733"
"-0.675","-0.441","1.323","-141.602","-182.068","150.696"
"-0.687","-0.34","1.332","-121.033","-185.974","158.081"
"-0.717","-0.268","1.391","-108.215","-194.397","159.851"
"-0.713","-0.239","1.485","-102.966","-203.674","157.532"
"-0.676","-0.234","1.579","-105.408","-211.182","156.738"
"-0.64","-0.211","1.672","-112.305","-218.384","163.574"
"-0.647","-0.146","1.772","-120.361","-226.135","181.03"
"-0.691","-0.039","1.881","-126.892","-233.398","205.017"
"-0.778","0.11","2.009","-129.578","-237.122","230.042"
"-0.857","0.287","2.168","-129.761","-233.643","248.535"
"-0.905","0.463","2.318","-126.77","-217.957","254.822"
"-0.923","0.607","2.411","-115.784","-190.186","247.742"
"-0.873","0.677","2.465","-97.961","-157.104","228.943"
"-0.841","0.716","2.48","-76.843","-122.803","207.886"
"-0.781","0.71","2.457","-59.326","-86.06","189.514"
"-0.682","0.681","2.408","-46.631","-49.133","178.467"
"-0.609","0.705","2.336","-33.264","-15.564","182.251"
"-0.579","0.78","2.218","-17.212","15.32","195.251"
"-0.6","0.873","2.104","-1.221","42.969","207.947"
"-0.523","0.95","1.946","19.165","67.81","214.539"
"-0.609","1.038","1.747","37.598","94.543","212.891"
"-0.598","1.077","1.561","54.749","112.488","200.378"
"-0.554","1.054","1.35","70.679","125.977","177.002"
"-0.458","0.957","1.142","76.294","132.385","151.672"
"-0.38","0.877","0.97","83.923","127.441","137.939"
"-0.326","0.838","0.861","87.646","112.061","135.681"
"-0.308","0.836","0.823","80.872","89.417","138.733"
"-0.31","0.874","0.842","65.43","64.331","142.7"
"-0.325","0.934","0.902","44.861","42.358","142.944"
"-0.341","0.99","0.967","23.865","26.917","136.902"
"-0.358","1.034","1.022","4.456","18.921","124.512"
"-0.375","1.063","1.056","-9.399","16.968","106.995"
"-0.383","1.054","1.051","-17.883","20.203","84.167"
"-0.346","0.956","1.012","-23.682","26.489","57.922"
"-0.289","0.814","0.955","-26.062","33.569","37.354"
"-0.266","0.722","0.894","-19.592","36.682","30.945"
"-0.238","0.691","0.875","-8.545","34.18","35.767"
"-0.229","0.719","0.871","0.732","30.273","44.678"
"-0.25","0.791","0.876","8.118","26.428","52.734"
"-0.258","0.85","0.893","12.695","22.827","54.138"
"-0.27","0.874","0.889","13.123","21.545","47.729"
"-0.299","0.873","0.879","9.583","21.057","36.072"
"-0.334","0.843","0.878","0.854","19.653","19.592"
"-0.358","0.763","0.894","-13.733","18.127","-0.305"
"-0.346","0.648","0.911","-28.687","17.395","-19.409"
"-0.333","0.553","0.91","-36.377","17.395","-31.921"
"-0.324","0.482","0.886","-36.804","17.395","-37.292"
"-0.31","0.418","0.861","-32.41","16.235","-38.696"
"-0.292","0.354","0.853","-27.161","13.916","-37.17"
"-0.279","0.304","0.86","-19.958","11.353","-31.982"
"-0.271","0.279","0.866","-10.498","9.277","-24.048"
"-0.284","0.278","0.867","-1.343","8.057","-15.686"
"-0.294","0.285","0.867","4.456","7.08","-10.193"
"-0.318","0.288","0.866","6.287","6.042","-8.789"
